Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage(Km),Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age
47042,1646,LEXUS,GX 470,Jeep,Yes,Petrol,4.6,106918,8,Automatic,4x4,Left wheel,Black,12,10
549,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,130478,4,Automatic,Front,Left wheel,White,12,11
5018,934,LEXUS,IS 250,Sedan,Yes,Petrol,2.5,70154,6,Automatic,Rear,Left wheel,White,12,10
4391,-,BMW,528,Sedan,No,Petrol,2.8,360000,6,Manual,Rear,Left wheel,Grey,0,29
21181,642,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,118643,4,Automatic,Front,Left wheel,Silver,4,13
6272,-,BMW,X5,Jeep,Yes,Petrol,4.4,195634,8,Tiptronic,4x4,Left wheel,Grey,16,25
13485,1018,BMW,328 Xdrive,Sedan,Yes,Petrol,3.0,120000,6,Tiptronic,4x4,Left wheel,Black,12,14
17876,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,19968,4,Automatic,Front,Left wheel,White,12,6
1411,1624,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,266061,6,Automatic,4x4,Left wheel,Black,12,16
941,639,HYUNDAI,Elantra,Hatchback,Yes,Petrol,2.0,100037,4,Automatic,Front,Left wheel,Silver,12,11
16107,446,HONDA,FIT,Hatchback,Yes,Petrol,1.3,35479,4,Automatic,Front,Left wheel,Blue,4,11
157,640,FORD,Fusion,Sedan,Yes,Hybrid,2.0,339920,4,Automatic,Front,Left wheel,White,0,12
129521,1493,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,78400,6,Tiptronic,4x4,Left wheel,Grey,12,9
33707,877,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,143544,4,Automatic,Front,Left wheel,White,4,8
18500,730,KIA,RIO,Sedan,No,Petrol,1.6,53000,4,Tiptronic,Front,Left wheel,Silver,10,9
14740,-,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,348800,4,Variator,Front,Left wheel,Grey,8,18
63976,-,MERCEDES-BENZ,ML 350,Jeep,Yes,Petrol,3.5,39300,6,Tiptronic,4x4,Left wheel,Black,12,10
27479,1203,JEEP,Grand Cherokee,Jeep,Yes,Petrol,3.6,234000,4,Automatic,Front,Left wheel,Grey,4,14
6272,1268,HONDA,FIT,Hatchback,Yes,Hybrid,1.5,141302,4,Variator,Front,Right-hand drive,Sky blue,2,13
13172,742,OPEL,Astra,Hatchback,No,Diesel,1.3,189000,4,Manual,Front,Left wheel,Silver,0,17
12388,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12,15
7840,993,MITSUBISHI,Colt,Hatchback,No,Petrol,1.3,235000,4,Tiptronic,Front,Left wheel,Black,4,19
11290,585,HYUNDAI,Elantra GLS / LIMITED,Sedan,No,Petrol,1.8,69000,4,Tiptronic,Front,Left wheel,Blue,12,12
1019,831,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,25635,4,Automatic,Front,Left wheel,Black,12,8
25089,1058,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,291200,6,Tiptronic,Rear,Left wheel,Black,0,13
10976,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,259000,4,Variator,Front,Left wheel,White,2,20
10663,-,TOYOTA,Mark X,Sedan,No,Petrol,2.5,138000,6,Tiptronic,Rear,Right-hand drive,White,12,21
5331,-,MAZDA,MPV,Minivan,No,Petrol,2.5,127000,4,Automatic,Front,Left wheel,Green,4,25
8006,761,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.8,164466,4,Automatic,Front,Left wheel,Grey,4,15
10349,585,TOYOTA,Prius,Sedan,No,Petrol,1.8,149000,4,Automatic,Front,Left wheel,Black,0,12
20071,-,VOLKSWAGEN,Jetta,Sedan,No,Petrol,1.4,55000,4,Tiptronic,Front,Left wheel,Black,10,8
21326,779,TOYOTA,Camry,Sedan,No,Petrol,2.5,204800,4,Automatic,Front,Left wheel,Green,0,12
10036,5603,HYUNDAI,Sonata,Sedan,Yes,LPG,20.0,333686,4,Automatic,Front,Left wheel,Silver,4,11
2038,353,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,104795,4,Automatic,Front,Left wheel,White,12,10
24123,707,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,162977,4,Automatic,Front,Left wheel,Silver,4,14
68994,-,MERCEDES-BENZ,GL 450,Jeep,Yes,Petrol,4.7,96000,8,Tiptronic,4x4,Left wheel,Black,8,13
7310,503,TOYOTA,Aqua,Hatchback,Yes,Hybrid,1.5,151887,4,Automatic,Front,Left wheel,Black,4,13
15053,1834,MERCEDES-BENZ,Sprinter,Microbus,No,Diesel,2.2,169000,6,Manual,Rear,Left wheel,White,2,21
30,-,HONDA,FIT,Hatchback,No,Petrol,1.3,150000,4,Automatic,Front,Right-hand drive,Silver,4,21
3607,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,156518,4,Automatic,Front,Left wheel,White,12,13
314,707,SUZUKI,SX4,Sedan,Yes,Petrol,2.0,151357,4,Automatic,Front,Left wheel,White,0,14
30602,609,HONDA,FIT,Universal,Yes,Petrol,1.3,16714,4,Automatic,Front,Left wheel,Black,4,9
14009,503,TOYOTA,Aqua,Hatchback,Yes,Hybrid,1.5,120570,4,Automatic,Front,Left wheel,Blue,4,13
549,891,AUDI,A6,Sedan,Yes,Petrol,2.0,97826,4,Automatic,4x4,Left wheel,Grey,0,9
8781,-,MERCEDES-BENZ,E 220,Sedan,No,Diesel,2.2,0,4,Manual,Rear,Left wheel,Blue,4,27
2800,-,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,1111,4,Automatic,Front,Left wheel,Silver,4,26
15210,586,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,72288,4,Automatic,Front,Left wheel,Red,7,13
11290,690,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,59858,6,Automatic,Front,Left wheel,Silver,12,9
52059,1363,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,229334,8,Automatic,4x4,Left wheel,Black,0,13
11604,-,HONDA,Elysion,Minivan,No,LPG,2.4,220000,4,Tiptronic,Front,Right-hand drive,White,8,19
18817,836,BMW,118,Sedan,Yes,Diesel,2.0,197000,4,Manual,Front,Left wheel,Black,0,15
10000,1268,HONDA,Insight,Hatchback,No,Hybrid,1.5,102000,4,Automatic,Front,Right-hand drive,Silver,8,13
17249,585,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,92800,4,Automatic,Front,Left wheel,Blue,0,12
12544,-,SUZUKI,Jimny,Jeep,No,Petrol,1.3,125000,4,Manual,4x4,Left wheel,Green,4,25
36808,640,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,126116,4,Automatic,Front,Left wheel,Black,4,12
22947,707,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,130559,4,Automatic,Front,Left wheel,White,4,14
15681,1055,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,140800,6,Automatic,4x4,Left wheel,Black,0,12
12544,446,HONDA,Insight,Hatchback,No,Petrol,1.3,300000,4,Automatic,Front,Left wheel,White,6,11
5018,-,MITSUBISHI,Pajero 2.5diezel,Jeep,No,Diesel,2.5,111111,4,Automatic,4x4,Left wheel,Black,2,33
1019,1055,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,138038,6,Automatic,Front,Left wheel,White,12,12
27911,456,TOYOTA,Camry HYBRID,Sedan,No,Hybrid,2.5,193000,4,Variator,Front,Left wheel,Black,12,10
80,-,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,211200,4,Variator,Front,Left wheel,Black,12,11
188,1053,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,153115,6,Automatic,4x4,Left wheel,Black,12,11
18817,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058,4,Automatic,Front,Left wheel,White,12,7
5331,-,UAZ,31514,Jeep,No,Petrol,2.4,0,4,Manual,4x4,Left wheel,Black,0,35
4861,1324,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,264877,6,Automatic,4x4,Left wheel,White,12,15
1882,746,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,142426,4,Automatic,Front,Left wheel,White,12,16
7840,-,BMW,325,Coupe,Yes,Petrol,2.5,205000,6,Tiptronic,Rear,Left wheel,Silver,6,23
6272,-,OPEL,Vectra,Sedan,No,Petrol,1.6,21000,4,Automatic,Front,Left wheel,Silver,4,27
3763,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,124912,4,Automatic,Front,Left wheel,White,12,12
16308,586,TOYOTA,Prius,Sedan,No,Hybrid,1.8,180000,4,Variator,Front,Left wheel,Grey,12,13
12388,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,189530,6,Automatic,4x4,Left wheel,Black,12,15
11917,-,MITSUBISHI,Pajero IO,Jeep,No,Petrol,2.0,200000,4,Automatic,4x4,Left wheel,Black,4,21
15681,271,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,101101,4,Tiptronic,Front,Left wheel,Red,8,11
470,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,229904,6,Automatic,4x4,Left wheel,Black,12,15
16935,1481,BMW,X5,Jeep,Yes,Petrol,3.0,81658,6,Automatic,4x4,Left wheel,White,12,8
9408,585,HYUNDAI,Elantra,Jeep,Yes,Petrol,1.8,207606,4,Automatic,Front,Left wheel,Grey,12,12
5900,-,NISSAN,March,Sedan,No,Petrol,1.2,0,4,Automatic,Front,Left wheel,Golden,0,23
22947,642,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,146526,4,Automatic,Front,Left wheel,White,4,13
37633,-,BMW,X6,Jeep,Yes,Petrol,5.0,240000,8,Tiptronic,4x4,Left wheel,Red,12,16
13172,639,FORD,Focus,Sedan,No,Petrol,2.0,78000,4,Manual,Front,Left wheel,Silver,12,11
9095,1018,FORD,Escape,Jeep,Yes,Petrol,3.0,70000,6,Tiptronic,4x4,Left wheel,Grey,8,14
21953,612,CHEVROLET,Volt,Hatchback,Yes,Plug-in Hybrid,1.4,84000,4,Automatic,Front,Left wheel,White,10,15
627,1079,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,47294,4,Automatic,Front,Left wheel,Black,12,7
21953,-,FORD,Transit,Microbus,No,Diesel,2.5,430000,4,Manual,Rear,Left wheel,White,1,26
13799,-,BMW,750,Sedan,Yes,Petrol,4.8,240000,8,Tiptronic,Rear,Left wheel,Black,12,20
8500,-,FORD,Transit CL,Microbus,No,Diesel,2.5,2582,4,Manual,Rear,Left wheel,Blue,0,33
78,1172,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,242685,6,Automatic,4x4,Left wheel,Black,12,14
19757,-,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,2.5,92000,6,Tiptronic,Front,Left wheel,White,8,12
9722,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,127515,4,Automatic,Front,Left wheel,Black,12,7
20071,890,KIA,Optima,Sedan,Yes,Petrol,2.0,30088,4,Automatic,Front,Left wheel,White,4,9
8781,-,MERCEDES-BENZ,C 240,Sedan,No,Petrol,2.6,145000,6,Tiptronic,Rear,Right-hand drive,Silver,8,24
42651,1017,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,44995,4,Automatic,4x4,Left wheel,Black,0,8
3920,779,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,308694,4,Automatic,Front,Left wheel,Grey,12,12
35570,877,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,97880,4,Automatic,Front,Left wheel,White,4,8
470,2225,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,69918,8,Automatic,4x4,Left wheel,White,0,8
7840,-,VAZ,2121 (Niva),Jeep,Yes,Petrol,1.7,11000,4,Manual,4x4,Left wheel,Black,6,18
6272,722,MERCEDES-BENZ,Smart,Cabriolet,No,Diesel,0.8,22000,3,Tiptronic,Rear,Left wheel,Black,2,21
45473,-,TOYOTA,Highlander,Jeep,Yes,Petrol,3.5,112000,6,Tiptronic,4x4,Left wheel,Grey,10,14
500,-,FORD,Transit,Microbus,No,Diesel,2.5,760000,4,Manual,Rear,Left wheel,White,2,27
15681,-,MERCEDES-BENZ,ML 500,Jeep,Yes,Petrol,5.0,200000,8,Tiptronic,4x4,Left wheel,Black,12,23
9722,-,FORD,Transit Connect,Goods wagon,No,Diesel,1.8,230000,4,Manual,Front,Left wheel,Sky blue,2,16
5018,1515,CITROEN,C1 C,Hatchback,No,Petrol,1.8,237000,4,Manual,Front,Left wheel,Grey,6,20
4704,-,HYUNDAI,Galloper,Jeep,No,Diesel,2.5,200000,4,Automatic,4x4,Left wheel,Green,2,26
15681,585,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,138000,4,Automatic,Front,Left wheel,Grey,12,12
73620,1079,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,51106,4,Automatic,Front,Left wheel,White,4,7
45210,770,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,100184,4,Automatic,Front,Left wheel,White,4,9
6586,-,MERCEDES-BENZ,C 180,Sedan,No,CNG,1.8,250000,4,Automatic,Rear,Left wheel,White,0,27
12074,1537,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,420550,6,Automatic,4x4,Left wheel,Blue,12,16
57990,1079,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,13715,4,Automatic,Front,Left wheel,Blue,4,7
549,1399,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,138211,6,Automatic,4x4,Left wheel,Black,12,15
4704,-,HONDA,Civic,Hatchback,No,Petrol,1.5,185000,4,Variator,Front,Right-hand drive,Purple,2,25
40142,1586,TOYOTA,4Runner,Jeep,No,Petrol,4.0,283200,6,Automatic,4x4,Left wheel,Silver,8,15
157,585,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,169301,4,Automatic,Front,Left wheel,White,12,12
13877,475,HYUNDAI,Accent,Sedan,Yes,Petrol,1.4,108931,4,Automatic,Front,Left wheel,Silver,4,13
9408,640,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,48595,4,Automatic,Front,Left wheel,Silver,4,12
1803,1405,BMW,X5,Jeep,Yes,Diesel,3.0,229854,6,Automatic,4x4,Left wheel,Green,0,16
10976,-,FORD,Transit,Microbus,No,Diesel,2.4,171200,4,Manual,Rear,Right-hand drive,White,0,24
10976,-,BMW,3.25E+48,Sedan,Yes,Petrol,2.5,182000,6,Tiptronic,Rear,Left wheel,Grey,6,22
18503,481,FORD,Fusion,Sedan,Yes,Hybrid,2.0,75597,4,Automatic,Front,Left wheel,White,12,8
9722,-,NISSAN,Note,Hatchback,No,Petrol,1.5,170000,4,Automatic,Front,Right-hand drive,Black,2,17
3136,-,BMW,325,Sedan,Yes,Petrol,2.5,1000,6,Manual,Rear,Right-hand drive,Black,2,24
7213,503,TOYOTA,Prius C,Sedan,No,Hybrid,1.5,148233,4,Variator,Front,Left wheel,White,12,13
11917,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.4,173000,4,Variator,Front,Left wheel,Grey,8,19
49858,639,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,79769,4,Automatic,Front,Left wheel,Grey,4,11
19757,650,CHEVROLET,Cruze LT,Sedan,No,Petrol,1.4,58000,4,Tiptronic,Front,Left wheel,Black,12,9
32929,-,BMW,535,Sedan,Yes,Petrol,3.0,165000,6,Tiptronic,Rear,Left wheel,White,10,14
7213,-,HONDA,FIT,Sedan,No,Petrol,1.3,280900,4,Tiptronic,Front,Right-hand drive,Black,2,19
1960,900,HYUNDAI,Santa FE,Jeep,Yes,Petrol,2.4,143864,4,Automatic,Front,Left wheel,Grey,12,10
21169,1017,MITSUBISHI,Outlander SE,Jeep,No,Petrol,2.0,41681,4,Automatic,Front,Left wheel,Blue,8,8
32929,-,TOYOTA,Land Cruiser 100,Jeep,No,Diesel,4.2,30300,6,Manual,4x4,Left wheel,White,4,24
10349,-,OPEL,Corsa,Sedan,No,Diesel,1.3,170000,3,Manual,Front,Left wheel,Black,6,17
1019,1017,AUDI,A4,Sedan,Yes,Petrol,2.0,110051,4,Automatic,4x4,Left wheel,Grey,0,8
7840,-,CHEVROLET,Niva,Jeep,Yes,Petrol,1.7,11000,4,Manual,4x4,Left wheel,Black,6,18
12240,531,HYUNDAI,Accent,Sedan,Yes,Diesel,1.6,98624,4,Automatic,Front,Left wheel,Silver,4,13
3607,862,FORD,Escape,Jeep,Yes,Hybrid,2.5,168966,4,Automatic,4x4,Left wheel,White,0,14
106957,518,LEXUS,NX 300,Jeep,Yes,Hybrid,2.5,53649,4,Automatic,Front,Left wheel,Grey,4,9
53314,-,BMW,535,Sedan,Yes,Petrol,3.0,93000,6,Tiptronic,Rear,Left wheel,Black,12,10
40769,-,BMW,X5,Jeep,Yes,Diesel,3.0,162000,6,Automatic,4x4,Left wheel,Black,0,17
1254,639,AUDI,A4,Sedan,Yes,Petrol,2.0,42395,4,Automatic,4x4,Left wheel,Grey,0,11
15681,586,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,115000,4,Variator,Front,Left wheel,Green,9,13
35438,-,BMW,X6,Jeep,Yes,Petrol,4.4,960000,8,Tiptronic,4x4,Left wheel,Silver,12,16
10976,893,HYUNDAI,I30,Sedan,Yes,Petrol,1.6,136935,4,Automatic,Front,Left wheel,Silver,4,17
49858,749,HYUNDAI,Santa FE,Jeep,Yes,Petrol,2.4,87000,4,Automatic,Front,Left wheel,Grey,4,11
9722,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,536315,4,Automatic,Front,Left wheel,Orange,4,10
14740,1296,FORD,Transit,Microbus,No,Petrol,2.4,183000,6,Manual,Rear,Left wheel,Red,3,17
18305,781,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,61272,4,Automatic,Front,Left wheel,Silver,4,13
21953,-,BMW,X5,Jeep,Yes,Diesel,3.0,248000,6,Tiptronic,4x4,Left wheel,Black,6,20
35124,-,HYUNDAI,Santa FE,Jeep,No,Petrol,2.4,120000,4,Tiptronic,4x4,Left wheel,Black,8,11
9722,530,FORD,Fusion,Sedan,No,Petrol,1.6,201000,4,Tiptronic,Front,Left wheel,Silver,12,12
18660,862,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,55248,4,Automatic,Front,Left wheel,Black,4,14
3607,1104,BMW,X5,Jeep,Yes,Diesel,3.0,201056,6,Automatic,4x4,Left wheel,Black,0,10
23521,738,BUICK,Encore,Jeep,Yes,Petrol,1.4,26954,4,Automatic,Front,Left wheel,Black,8,8
2744,3184,FORD,Mustang,Sedan,Yes,Petrol,3.9,60426,6,Automatic,Rear,Left wheel,Black,12,21
26343,-,MITSUBISHI,Outlander,Jeep,No,Petrol,2.4,45000,4,Variator,4x4,Left wheel,White,10,10
20385,687,NISSAN,Juke,Jeep,Yes,Petrol,1.6,169022,4,Tiptronic,4x4,Left wheel,Black,8,15
16308,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,227033,4,Automatic,Front,Left wheel,White,4,9
549,765,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,2.0,54549,4,Automatic,Rear,Left wheel,Blue,12,10
3763,751,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.4,53717,4,Automatic,4x4,Left wheel,Silver,0,12
4704,781,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,41822,4,Automatic,Front,Left wheel,Grey,12,7
3763,-,MITSUBISHI,Delica,Minivan,No,Petrol,2.4,111000,4,Automatic,Rear,Left wheel,Green,2,29
5331,-,MERCEDES-BENZ,A 160,Hatchback,No,Petrol,1.6,204000,1,Tiptronic,Front,Left wheel,Grey,6,27
34811,1363,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,229334,8,Automatic,4x4,Left wheel,Black,0,13
36219,765,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,123303,4,Automatic,Front,Left wheel,Black,4,10
9722,1267,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,146000,4,Automatic,Front,Right-hand drive,Blue,4,12
4300,1363,OPEL,Astra,Sedan,No,Petrol,1.6,0,4,Manual,Front,Left wheel,White,2,25
1098,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,398069,4,Automatic,Front,Left wheel,Black,12,11
1411,1624,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,266061,6,Automatic,4x4,Left wheel,Black,12,16
941,1850,LEXUS,RX 400,Jeep,Yes,Hybrid,3.5,364523,6,Automatic,4x4,Left wheel,Black,12,17
15649,-,BMW,528,Sedan,Yes,LPG,2.8,240000,6,Tiptronic,Rear,Left wheel,Black,6,16
16935,765,FORD,Fusion,Sedan,Yes,Petrol,2.0,71454,4,Automatic,Front,Left wheel,Black,0,10
51965,891,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,49515,4,Automatic,Front,Left wheel,White,4,9
8467,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,583499,4,Automatic,Front,Left wheel,Orange,4,11
23536,836,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,198474,4,Automatic,Front,Left wheel,Silver,4,15
1019,586,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,240560,4,Automatic,Front,Left wheel,Black,12,13
7997,-,NISSAN,Note,Hatchback,No,Petrol,1.5,142000,4,Automatic,Rear,Right-hand drive,Black,4,18
5331,-,OPEL,Astra,Hatchback,No,CNG,1.6,250000,4,Manual,Front,Left wheel,Blue,4,30
13600,473,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,71600,4,Tiptronic,Front,Left wheel,Black,6,11
11177,503,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,147562,4,Automatic,Front,Left wheel,Silver,4,13
38762,784,HONDA,FIT,Hatchback,Yes,Petrol,1.5,27428,4,Automatic,Front,Left wheel,Red,4,8
10976,-,JEEP,Grand Cherokee,Jeep,Yes,Petrol,3.7,185000,6,Tiptronic,4x4,Left wheel,Silver,6,20
9408,-,SUBARU,Legacy b4,Sedan,Yes,Petrol,2.0,16000,4,Tiptronic,4x4,Right-hand drive,White,4,22
5802,876,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,156032,4,Automatic,Front,Left wheel,Black,4,16
6272,-,OPEL,Combo,Goods wagon,No,Petrol,1.6,23000,4,Manual,Front,Left wheel,Red,2,25
7213,836,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,130339,4,Automatic,Front,Left wheel,Silver,4,15
15100,687,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,98578,4,Automatic,Front,Left wheel,Silver,4,15
1490,1058,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.5,363059,6,Automatic,4x4,Left wheel,White,12,13
784,1327,TOYOTA,RAV 4,Sedan,Yes,Petrol,2.5,59158,4,Automatic,Front,Left wheel,Grey,12,7
15367,-,MITSUBISHI,Delica,Minivan,No,Diesel,2.8,160000,4,Automatic,4x4,Right-hand drive,Green,1,29
40769,-,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,60800,4,Tiptronic,4x4,Left wheel,Grey,8,10
15994,-,TOYOTA,Prius,Sedan,No,Hybrid,1.8,191000,6,Automatic,Front,Left wheel,Black,10,15
784,751,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,196882,4,Automatic,Front,Left wheel,Grey,12,12
30,-,TOYOTA,Prius,Hatchback,No,LPG,1.5,198000,4,Tiptronic,Front,Left wheel,White,4,18
470,585,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,227853,4,Automatic,Front,Left wheel,Brown,12,12
862,259,CHEVROLET,Volt,Jeep,Yes,Hybrid,1.4,133195,4,Automatic,Front,Left wheel,Black,0,11
16590,862,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,42415,4,Automatic,Front,Left wheel,White,4,14
12570,761,CHEVROLET,Lacetti,Sedan,Yes,Petrol,1.8,152293,4,Automatic,Front,Left wheel,Grey,4,15
24386,707,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,134797,4,Automatic,Front,Left wheel,Silver,4,14
188,382,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,125358,4,Automatic,Front,Left wheel,Grey,0,8
17158,707,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,129085,4,Automatic,Front,Left wheel,Black,4,14
1150,-,VAZ,2111,Sedan,No,Petrol,1.1,0,4,Manual,Rear,Left wheel,White,0,45
10976,738,VOLKSWAGEN,Jetta s,Sedan,No,Petrol,1.4,41000,4,Automatic,Front,Left wheel,Black,4,8
4861,1024,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,320704,4,Automatic,Front,Left wheel,Silver,12,15
46919,765,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,117000,4,Automatic,Front,Left wheel,Black,4,10
13485,-,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,0,4,Automatic,Front,Left wheel,White,8,13
11422,790,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,133207,4,Automatic,Front,Left wheel,Black,4,16
28225,-,BMW,535,Sedan,Yes,Petrol,3.0,104000,6,Tiptronic,Rear,Left wheel,Grey,12,13
13799,-,SATURN,Vue,Jeep,No,Hybrid,2.4,100000,4,Automatic,Front,Left wheel,Blue,0,17
11760,915,AUDI,Q5,Sedan,Yes,Diesel,3.0,66661,6,Automatic,4x4,Left wheel,Grey,0,11
3450,-,RENAULT,Clio,Hatchback,No,Petrol,1.2,50000,3,Manual,Front,Left wheel,Green,0,30
14834,586,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,158223,4,Automatic,Front,Left wheel,White,4,13
100,-,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,4000,6,Automatic,4x4,Left wheel,Black,6,9
6429,1055,FORD,Explorer,Jeep,Yes,Petrol,3.5,0,6,Automatic,Front,Left wheel,Purple,12,12
7527,-,SUBARU,Forester,Jeep,Yes,LPG,2.5,235200,4,Automatic,4x4,Left wheel,Grey,4,21
11290,-,FORD,Transit,Microbus,No,Diesel,2.5,0,4,Manual,Rear,Left wheel,White,2,28
9829,645,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,164787,4,Automatic,Front,Left wheel,Black,4,14
15994,650,VOLKSWAGEN,Jetta SE,Sedan,Yes,Petrol,1.4,93521,4,Automatic,Front,Left wheel,Black,8,9
12544,345,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,296104,4,Automatic,Front,Left wheel,Black,12,9
20385,-,KIA,Optima,Sedan,No,Hybrid,2.4,88500,4,Automatic,Front,Left wheel,Grey,8,12
15681,765,FORD,Focus TITANIUM,Sedan,Yes,Petrol,2.0,102000,4,Tiptronic,Front,Left wheel,Grey,10,10
11604,843,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,198000,4,Variator,Front,Left wheel,Black,6,17
5959,-,HONDA,Inspire,Sedan,No,CNG,3.0,199000,6,Tiptronic,Front,Right-hand drive,Black,6,22
18503,-,TOYOTA,Prius,Hatchback,Yes,LPG,1.8,280000,4,Variator,Front,Left wheel,White,10,15
4391,917,BMW,X5,Jeep,Yes,Petrol,3.0,69754,6,Automatic,4x4,Left wheel,Black,12,12
26030,749,HONDA,Cr-v,Jeep,No,Petrol,2.4,49000,4,Automatic,4x4,Left wheel,Silver,0,11
58018,3505,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,360125,6,Tiptronic,4x4,Right-hand drive,White,12,10
17562,751,KIA,Optima,Sedan,Yes,Petrol,2.4,130000,4,Tiptronic,Front,Left wheel,White,10,12
